,address,staker_reward_per_user,staker_reward_per_stake,staker_reward,used_staker_balance,total_reward
17,0x920f52ae45e4A4c9dfd9feFd084ac3A2DDf2EDdD,323.5294117647059,2557.5948237444686,2881.1242355091745,821119.27733038,2881.1242355091745
18,0x764ef1CDa89af77c4458eA1b70Fc65c48F3f7954,323.5294117647059,2134.7373750127517,2458.2667867774576,685360.32149702,2458.2667867774576
19,0x29cb104d28915e89981dfa7A437CCbCDdDD9D4Bb,323.5294117647059,2130.212846459538,2453.742258224244,683907.71548555,2453.742258224244
20,0xa5636DCB49d52323307c11DF46C2a6D78B950975,323.5294117647059,2062.409244962441,2385.9386567271467,662139.27752,2385.9386567271467
21,0x30Be274AD672aF85dEBd2d5bb380EF79B8629200,323.5294117647059,2001.3912806313372,2324.9206923960433,642549.37754422,2324.9206923960433
22,0xa772316BBc8e51434a0dC74BebcCB140439bA0dC,323.5294117647059,1930.3991151990215,2253.9285269637276,619757.24681471,2253.9285269637276
23,0x253d1fdc173f9E1fB123638CDD7E653544A45182,323.5294117647059,1880.5853894143083,2204.114801179014,603764.48277807,2204.114801179014
24,0xb97C274a0e18B04E2154d970E6eDAA014D0a15b6,323.5294117647059,1876.6768801409855,2200.2062919056916,602509.65058958,2200.2062919056916
25,0xDC7B58C73Ea37109dF5428ac9f3e208a28a32315,323.5294117647059,1748.9750151115884,2072.5044268762945,561510.79410411,2072.5044268762945
26,0x2A3eC8F9C7A665946Cf387968808Fa3C2b622C21,323.5294117647059,1665.2866136819498,1988.8160254466557,534642.5196359,1988.8160254466557
27,0x1AeeC3841C7DceE6F8912afd76db2fFF77245FDd,323.5294117647059,1611.3559199892213,1934.8853317539272,517327.99748416,1934.8853317539272
28,0x558447382888d55815005fA018b9BF93eFAdB0cC,323.5294117647059,1574.9085186848713,1898.4379304495772,505626.51,1898.4379304495772
29,0x5180257CcE8AB826124330E4c5280185533EE91F,323.5294117647059,1560.7123184847871,1884.241730249493,501068.80072529,1884.241730249493
30,0xC3D9Bb9CdAa918A80833898165ED256dFd76f480,323.5294117647059,1560.400176021075,1883.9295877857808,500968.58696514,1883.9295877857808
31,0x2c9D2f6383d2e949252A25Ac08a84498DDd14e70,323.5294117647059,1560.400176021075,1883.9295877857808,500968.58696514,1883.9295877857808
32,0x7231F78Db64aacD17B8F90317f94d611F67D89a7,323.5294117647059,1560.400176021075,1883.9295877857808,500968.58696514,1883.9295877857808
33,0x394025ff5fb1C6b140eEef4587898d2D51CB807b,323.5294117647059,1524.1534521343926,1847.6828638990985,489331.52723734,1847.6828638990985
34,0x2FEF46e14c09005D77c9b9af6D5257C9Fb3F8E0f,323.5294117647059,1502.4694834318511,1825.998895196557,482369.85975765,1825.998895196557
35,0xF76A5ab93c93ECEBFea72CF19C5709de3D31d337,323.5294117647059,1436.0276337861787,1759.5570455508846,461038.61406578,1759.5570455508846
36,0x4413aa63b6bf512E0b8BF516910a07d87cd67d82,323.5294117647059,1423.6959696843664,1747.2253814490723,457079.51662722,1747.2253814490723
37,0x5f32399834cB958335818952A7A2fb00A0bca821,323.5294117647059,1329.2274674071082,1652.756879171814,426750.27620171,1652.756879171814
38,0x1A1d5183738A711C24510bF3e833bCb8956f7CC6,323.5294117647059,1273.4502398844515,1596.9796516491574,408842.92186642,1596.9796516491574
39,0x3F5cB72d0aDca9f64bB79Dc714c6F949617c28AE,323.5294117647059,1269.603249048026,1593.132660812732,407607.8402553,1593.132660812732
40,0x2314D799708776e2D6A7D59CDA1055f8D3113B95,323.5294117647059,1263.808564697384,1587.33797646209,405747.44900717,1587.33797646209
41,0x785f7Fe4fc97dD08a9eccB6cbD22CeDe714e5e3e,323.5294117647059,1253.7235786280282,1577.252990392734,402509.65058958,1577.252990392734
42,0x218245dEF01C1ed676B0eF06bc9C7a0270f3Eacd,323.5294117647059,1247.2409225200192,1570.770334284725,400428.38507826,1570.770334284725
43,0x89330d3C478Ae5Eb29364b9C452Bdcc5A075a82f,323.5294117647059,1209.7579672089878,1533.2873789736936,388394.43157966,1533.2873789736936
44,0x8Bc1d89cBCC9Bb8c4f53cEcAB5cb6cA7790d255C,323.5294117647059,1128.8947535915315,1452.4241653562374,362433.18747964,1452.4241653562374
45,0xC00E5Aa9D107A6cA95B75ae3225642Ba4e15A86A,323.5294117647059,1127.338668715709,1450.8680804804148,361933.60432564,1450.8680804804148
46,0x52DB8CFFbb2005e5506B389DaFF2473683577Bbb,323.5294117647059,1110.3567195994044,1433.8861313641103,356481.52659363,1433.8861313641103
47,0xbade964134a814975D670E6b21831f4563b23C3C,323.5294117647059,1101.3557165041477,1424.8851282688536,353591.74237597,1424.8851282688536
48,0xd060e18c3dd767a05457568Ff4724D8B65a1AfB0,323.5294117647059,1099.3835580083369,1422.9129697730427,352958.57822353,1422.9129697730427
49,0x91d415808f5CdD4BF75140608dfc5FCa6AeCAEE0,323.5294117647059,1090.2669223039663,1413.7963340686722,350031.67000032,1413.7963340686722
50,0x5d8d5184B35F0569B79d7E169be0aeee21A3C078,323.5294117647059,1016.2567336827398,1339.7861454474457,326270.59884411,1339.7861454474457
51,0xB52B8c7a760BF9cb094Ae8e4DAa5B57C46E25F84,323.5294117647059,1002.6006876727108,1326.1300994374167,321886.30680268,1326.1300994374167
52,0x25419a4a33CA6A63ca33A953cBAe74459bc75ff1,323.5294117647059,982.3737814121301,1305.903193176836,315392.43119067,1305.903193176836
53,0x63Dbf00C99EaD0635FF5aDf2fd2f1F7F2141fc7C,323.5294117647059,979.2234602015848,1302.7528719662907,314381.01630519,1302.7528719662907
54,0x450837DCE9FCC4AB09414Eb63818397d3156c7F4,323.5294117647059,962.1292015516547,1285.6586133163605,308892.88144551,1285.6586133163605
55,0xA6C3997cC5A1DbFe6E72074424c2C0088286C71e,323.5294117647059,958.3191906397714,1281.8486024044773,307669.67228918,1281.8486024044773
56,0x378098b677178042f12ac632271D5af4F7cB8eB0,323.5294117647059,948.0864857270609,1271.6158974917669,304384.44853714,1271.6158974917669
57,0xd473CC7C057df03F48f1F52166FFa8a9cC5B6387,323.5294117647059,943.5893887341291,1267.118800498835,302940.6494652,1267.118800498835
58,0xB6fAD8275F6074A4F3C01F4f89BAD4Ce0f5F1f0f,323.5294117647059,930.335692043145,1253.8651038078508,298685.53221683,1253.8651038078508
59,0x247D7Ea6A921bf4bD6a9136bb12B022d6348c5fb,323.5294117647059,850.1477725266991,1173.677184291405,272941.09220128,1173.677184291405
60,0x75E8769dCD0B2E1747d36693e02A85e817C1B47b,323.5294117647059,829.8062846299329,1153.3356963946387,266410.43,1153.3356963946387
61,0x6B5913555E4e169583Ac5eb43dF81AED5a96249D,323.5294117647059,815.1565242297671,1138.685935994473,261707.10460961,1138.685935994473
62,0xb98Ece8A010Daa74720281bF147bb1cE7209fcbc,323.5294117647059,809.4917901242,1133.0212018889058,259888.43406342,1133.0212018889058
63,0xa8A07040d9706f895331Bb23F0dC5A1af42D0B55,323.5294117647059,800.947115831783,1124.476527596489,257145.1548251,1124.476527596489
64,0xaEcaeA22Cd213f0DF786AF9F8b7d2f651AF84D3C,323.5294117647059,786.4328866449575,1109.9622984096634,252485.34191406,1109.9622984096634
65,0x4A994f53d52E2Ae6049307e1D6eF497A608B5237,323.5294117647059,778.6916268911965,1102.2210386559025,250000.0,1102.2210386559025
66,0x9e3D783717582F9943CFC1A0b13acb989991Cc76,323.5294117647059,778.6916268911965,1102.2210386559025,250000.0,1102.2210386559025
67,0x4164a8902e29feA182be6eF13d49F93e12ab291C,323.5294117647059,778.6916268911965,1102.2210386559025,250000.0,1102.2210386559025
68,0xA2faFCC760d2c2abE058F8d7B647B9F186DC3488,323.5294117647059,778.6916268911965,1102.2210386559025,250000.0,1102.2210386559025
69,0x27f6a0cEA0a7b884e62eCbf22b2E15c7D7A8f293,323.5294117647059,762.4620306544958,1085.9914424192018,244789.46617755,1085.9914424192018
70,0x3A33fecE74C9267ebf552e3d66710A6440e8728A,323.5294117647059,760.1629075632084,1083.6923193279142,244051.32959951,1083.6923193279142
71,0x8C8E99160e4E2f354b1747Af9f40Af1a342e8888,323.5294117647059,749.9587809155272,1073.4881926802332,240775.28093811,1073.4881926802332
72,0x6e238FB4C9fe4D1185e262692032FE716A4527ca,323.5294117647059,718.4801926694266,1042.0096044341326,230669.03760666,1042.0096044341326
73,0x770776A54560FF7a7beF242593DeAbC835A510a5,323.5294117647059,712.353729626504,1035.8831413912098,228702.12836064,1035.8831413912098
74,0xB93A855d912E18EDdef4E8064de68606a16F0f0a,323.5294117647059,670.9345456557946,994.4639574205005,215404.44332707,994.4639574205005
75,0xBC4F4beB16Bd5494DCc3c45650C9548DdE4f3075,323.5294117647059,662.5516400424825,986.0810518071885,212713.10014197,986.0810518071885
76,0x391Bf6fDc433E8458CB67DEbd5874F677F4b4952,323.5294117647059,657.2402632525404,980.7696750172463,211007.87543988,980.7696750172463
77,0x10C7c05Ba1C834815EA05EEcF81ea9C16fF64Ef1,323.5294117647059,654.4668893579137,977.9963011226196,210117.48,977.9963011226196
78,0x3428Dfb3bDd9DBc968C717b59947E173F1aA5CdC,323.5294117647059,643.0818454445105,966.6112572092163,206462.29625324,966.6112572092163
79,0x5E5fadAb9b1FAcF503eCF1c7C2fe2915D622c39b,323.5294117647059,639.2327995076319,962.7622112723377,205226.55484934,962.7622112723377
80,0xB12c29cA9a529fB666C7bCC483121b5aa4CE5617,323.5294117647059,638.9231275695652,962.452539334271,205127.13425479,962.452539334271
81,0x6a76ed9E5F682c084215A0235B224f2386AFe6Bb,323.5294117647059,631.0633242235947,954.5927359883005,202603.73376012,954.5927359883005
82,0x38EadC7cb08139F19b126EC40F8709a205DcAe7a,323.5294117647059,629.704380313121,953.2337920778268,202167.44297968,953.2337920778268
83,0xdaf578Ef9c3b649aEb60490C7b3f58bDFE09272c,323.5294117647059,628.6648793271165,952.1942910918224,201833.70978219,952.1942910918224
84,0x3Db06F4cB7A131F4Aff086396b6054fB635e9EB8,323.5294117647059,628.3851476291546,951.9145593938606,201743.90154222,951.9145593938606
85,0xe25433Abd15831036f602B659a2f84dd6EA2d305,323.5294117647059,626.6946672136371,950.224078978343,201201.17051843,950.224078978343
86,0x1f7EA43d283d0Ef906ee92dDEAd883a8F078CBc9,323.5294117647059,622.9533015129572,946.4827132776632,200000.0,946.4827132776632
87,0x4262d2e455E9c563ad0E5fB12A08dA7c2fc9Eaf1,323.5294117647059,622.9533015129572,946.4827132776632,200000.0,946.4827132776632
88,0x4c64b07DD7A4a970bE70d9F9c726Fd1C26Fd056e,323.5294117647059,621.6356163294022,945.165028094108,199576.95538964,945.165028094108
89,0xf89c5A97Eb42d5cB380be7A491Bc347835C659E1,323.5294117647059,616.0749489997852,939.604360764491,197791.69562262,939.604360764491
90,0x18767775b39A2c46d739DDF9D92273A65ad1f819,323.5294117647059,599.1333584692919,922.6627702339979,192352.57506917,922.6627702339979
91,0x8B2a8467D0b1aC6518Fa13fe9fF0479963e88997,323.5294117647059,592.7230818387354,916.2524936034413,190294.54708698,916.2524936034413
92,0xfC6a29992CdDb72C4441b264146eC9228208dC56,323.5294117647059,572.4746344830746,896.0040462477805,183793.75567726,896.0040462477805
93,0x40f0070E3581981EBeCF14A3ce3942FC663B567E,323.5294117647059,566.2417220677603,889.7711338324661,181792.67071626,889.7711338324661
94,0x58eeDBAe12e5000de5d4500C07E6032eDaa2C8A6,323.5294117647059,562.0504806566316,885.5798924213375,180447.06699253,885.5798924213375
95,0x7dcD4a874f91b3B80d9F236eE89Ef7371A010ed2,323.5294117647059,554.7726835428118,878.3020953075177,178110.52038586,878.3020953075177
96,0x351549cDf74daA0371399D5c9cF837d5Ea49e297,323.5294117647059,545.9811915780163,869.5106033427221,175288.0,869.5106033427221
97,0xA2e868DC2d81bFDD2818346847E678468166A54c,323.5294117647059,538.6760362448293,862.2054480095353,172942.67,862.2054480095353
98,0xF6853c77a2452576EaE5af424975a101FfC47308,323.5294117647059,514.4147583656832,837.944170130389,165153.55392333,837.944170130389
99,0xf78eF100DD63F62cDC0BA7324B43aB7074e8262F,323.5294117647059,506.41161034042534,829.9410221051312,162584.1324255,829.9410221051312
100,0x1349FbB566900eBaB17348b73a8Cfb8f69C2ef9B,323.5294117647059,500.99115847378147,824.5205702384874,160843.88902251,824.5205702384874
101,0x08191F5194B0daC0a9cdE8fe87d3aA3116d8dEf4,323.5294117647059,496.2510558165826,819.7804675812886,159322.07265339,819.7804675812886
102,0xCD79067343b85D47682e8AedA04ce5c57414C906,323.5294117647059,493.5956468088632,817.125058573569,158469.55,817.125058573569
103,0xC8E955ce48bddeD94D85BF3A6F1eC41f8bbb441C,323.5294117647059,490.7481339985957,814.2775457633015,157555.35216098,814.2775457633015
104,0xD30F732451c0c5Cc3Ae58197F25e0AE87D268C37,323.5294117647059,486.16068783132323,809.6900995960291,156082.54636442,809.6900995960291
105,0xD89aBF2fb206F582F897d122dE4F86C20968415b,323.5294117647059,480.181630431175,803.711042195881,154162.96189938,803.711042195881
106,0x31100Aae76845dE42DAED88f78f3Da81D8BF6Ce8,323.5294117647059,457.93216210288284,781.4615738675888,147019.74,781.4615738675888
107,0xbC4485554825b3Ef94700E179D9E8A98540887A1,323.5294117647059,440.6056988282794,764.1351105929853,141457.05553151,764.1351105929853
108,0x978A16501c40Ca0472648d57cE45a94acf63f014,323.5294117647059,432.6660099419127,756.1954217066186,138908.00767605,756.1954217066186
109,0x56F99B36928E17548FB8793910Ce09F9B7fa1dca,323.5294117647059,425.73445666890416,749.26386843361,136682.62312277,749.26386843361
110,0x49b9E6118f5a29909a4c7F7FcEe1AaAFA87919BB,323.5294117647059,424.84624111091813,748.375652875624,136397.46031656,748.375652875624
111,0x54cbDab6a0D6694d6cf810c1e9eb5f9482412E1D,323.5294117647059,421.8562634473094,745.3856752120153,135437.52394369,745.3856752120153
112,0x023cdf122707b62c5Cf129f21DF5510d434618e4,323.5294117647059,415.573349725523,739.1027614902289,133420.38599562,739.1027614902289
113,0xCa1527aFF753C70b99E82d4704d205E3E90669e7,323.5294117647059,400.7961207442086,724.3255325089145,128676.13664485,724.3255325089145
114,0x097A5DF71b3ada5936FECEDc6D7579E97d6e48a0,323.5294117647059,389.2972712264229,712.8266829911288,124984.41545488,712.8266829911288
115,0x5f919f55fa6060831D1298716725fD399bB96e24,323.5294117647059,386.21895132317417,709.7483630878801,123996.11668649,709.7483630878801
116,0x75B0cbd816c2E573beaCcDB39340fa377C94aa23,323.5294117647059,385.86804990182844,709.3974616665344,123883.45931057,709.3974616665344
117,0xd98239c5941C1379287eaf4737452Dc105dE2A3A,323.5294117647059,382.8048037797122,706.3342155444182,122900.0,706.3342155444182
118,0x8c89DF86AC8b687cb01672e31802b23a5b297B11,323.5294117647059,370.4933744142412,694.0227861789472,118947.39895091,694.0227861789472
119,0x4Ed4c7b8E12854bfaD00a6829905137a6eDE5796,323.5294117647059,369.81299250856273,693.3424042732686,118728.96141987,693.3424042732686
120,0x2ec2298da8a3245A83b6A4D14CA515bB283738E4,323.5294117647059,366.86933729671705,690.3987490614229,117783.89693279,690.3987490614229
121,0xB50A2cb3C1DeeaF885a2608a54adD0a4C4EFF87B,323.5294117647059,365.84657457600264,689.3759863407086,117455.53757801,689.3759863407086
122,0xcD946dC540B0533B9e8Ce925aF554364a4CC278b,323.5294117647059,358.84175794896595,682.3711697136719,115206.63172583,682.3711697136719
123,0xFb0137b90447400bc73372b18cE3fF0F341F18f0,323.5294117647059,358.13706001699126,681.6664717816972,114980.38750166,681.6664717816972
124,0xA503ACb0B97a1671fe3Bf8A6e89Db860EEc6bA05,323.5294117647059,357.6668813147967,681.1962930795025,114829.4359934,681.1962930795025
125,0xFd99ae192029422B4B9FFAaB8895686835121C8f,323.5294117647059,354.3931162288074,677.9225279935133,113778.38928475,677.9225279935133
126,0xe4Bd7164B90a483267752A43399C152cA3979Aa1,323.5294117647059,351.40997401489506,674.939385779601,112820.64744225,674.939385779601
127,0xd8a9b358BD194AC81A004450b041E4DfF341d1f6,323.5294117647059,347.7527788868319,671.2821906515378,111646.5,671.2821906515378
128,0x2aaC0209593f8089939e6A1EB51df484cF7b5718,323.5294117647059,347.54735529161934,671.0767670563253,111580.54847692,671.0767670563253
129,0x6E54D395b376cb491C2fcA1488B38dc5A5DA14f5,323.5294117647059,346.4654403746235,669.9948521393294,111233.19822952,669.9948521393294
130,0xf29A7495045d047d1d47F0F731ef72535EF26540,323.5294117647059,342.4162925189452,665.9457042836511,109933.21383395,665.9457042836511
131,0x72e8Abc0bCe2b0F7A2750Fd495eEF7B3A82CF3ea,323.5294117647059,338.82518202312013,662.354593787826,108780.28295226,662.354593787826
132,0x6C97F4C8378078b9E2a42d87Bb60AB3C3Cce22F7,323.5294117647059,338.551722658834,662.0811344235399,108692.4884535,662.0811344235399
133,0x07DCD1919501e0dfcAb68fE9fF98676eC4F3407c,323.5294117647059,337.79494493473453,661.3243566994404,108449.52394163,661.3243566994404
134,0xB88fc541762E4AD9fe90178Dd488BD91Ad4e6290,323.5294117647059,336.117132818535,659.6465445832409,107910.86009247,659.6465445832409
135,0xFc51a4bCf7b8Ad1e22FD34Fbf083A902c5Db70e5,323.5294117647059,334.68150931466374,658.2109210793697,107449.95122486,658.2109210793697
136,0xf5c9eE7C1Afdb964f3704A39fFB3Ac617C88F702,323.5294117647059,330.1977826530402,653.7271944177461,106010.44471587,653.7271944177461
137,0xf69E72BEf97cf9256F09EeAEC51B0Ad266bd9203,323.5294117647059,329.1024393897804,652.6318511544863,105658.78327974,652.6318511544863
138,0x47d3e24358f1aa60d20C7a9583FDc6c50B96Add9,323.5294117647059,326.92748116491885,650.4568929296247,104960.51,650.4568929296247
139,0xc2046C4bfbD99d40DcE9485d174DfCe710c5949e,323.5294117647059,326.8112242074307,650.3406359721366,104923.18554656,650.3406359721366
140,0xd8610fF9cF6A2fCbf6C4C79443eb8cD6cF66B645,323.5294117647059,325.4143277797823,648.9437395444882,104474.71005915,648.9437395444882
141,0xFA83E590663429ED9f8Db6bBfB93D718A5357557,323.5294117647059,323.1786185963664,646.7080303610724,103756.932602,646.7080303610724
142,0x2DCEA9dCF0E78BDae73CFBa947845a67893f0032,323.5294117647059,322.5083253361171,646.037737100823,103541.73404422,646.037737100823
143,0x89A4d30e932ABb9758c82A5cE3886917578AA578,323.5294117647059,322.0511896066658,645.5806013713717,103394.97,645.5806013713717
144,0xEEc413088674f1178d96F8B26EC16579e5BcF77d,323.5294117647059,320.3335189437882,643.8629307084941,102843.50951052,643.8629307084941
145,0x2e78255B2906CbE1F1c8c0314AE566953C019d03,323.5294117647059,319.8419480181803,643.3713597828862,102685.69,643.3713597828862
146,0xDB5E1a35d5ED3ff7e9BD14aAA2D58a016fd1d432,323.5294117647059,319.00588239221975,642.5352941569256,102417.27,642.5352941569256
147,0xAb9E9e191BcaD4ef94137102BEF0A719D2Fecc52,323.5294117647059,318.80615518954914,642.335566954255,102353.14731145,642.335566954255
148,0xd245d6EC29e503AD1075FC1A0A78E847c394e1ac,323.5294117647059,315.95214117421364,639.4815529389195,101436.86225175,639.4815529389195
149,0x3243a6918df7465ad03dE3a0Ae50137c6afDbD5c,323.5294117647059,315.95214117421364,639.4815529389195,101436.86225175,639.4815529389195
150,0x48683DA0B284B772ce80088255bCcF0792e02B77,323.5294117647059,315.95214117421364,639.4815529389195,101436.86225175,639.4815529389195
151,0xE66d55Cf5a621eDFf9374aA4865eB9f06A339C56,323.5294117647059,315.95214117421364,639.4815529389195,101436.86225175,639.4815529389195
152,0x2bDe2DBE0B838Ec948665eC72d348D4079bdFa21,323.5294117647059,315.93009608075823,639.4595078454641,101429.78464468,639.4595078454641
153,0x994468A19Ba4264BEdB78961Dcf2f598d2c1C612,323.5294117647059,315.49686590012357,639.0262776648294,101290.69550924,639.0262776648294
154,0x514bcB0C37e1CC4F7822d9e95EBAA6BE41D7c652,323.5294117647059,315.09636656144903,638.6257783261549,101162.11465488,638.6257783261549
155,0x77A6B981f8Be856E1670bE732Df657350d8Ff0e3,323.5294117647059,314.9788989125343,638.5083106772402,101124.40150732,638.5083106772402
156,0x668581Bb4632568b3e26D5cA9a3D1fE2Be9eA189,323.5294117647059,314.47236311176704,638.001774876473,100961.77750339,638.001774876473
157,0x38Da9f17EE6A883485A13B6291E445B9EdaEa672,323.5294117647059,313.7736957699608,637.3031075346667,100737.46940835,637.3031075346667
158,0x4924F481020f92E181E2AB9446803240B216074a,323.5294117647059,313.43089465692924,636.9603064216351,100627.41264737,636.9603064216351
159,0x44D0c6f4c36A19C663Ab1127C4DB3aD7d80c744b,323.5294117647059,313.369281783146,636.898693547852,100607.63175091,636.898693547852
160,0x7683cb81936382a6d15C0815953e799c3D2bE91c,323.5294117647059,313.3616140038616,636.8910257685675,100605.17,636.8910257685675
161,0x7509753BB2997D15C46a2BB84cBc0e5f72d8d3Bf,323.5294117647059,313.1252942255852,636.6547059902912,100529.29921556,636.6547059902912
162,0xb51BE1Ab623DB5eB932255EA137B56b9B21120b7,323.5294117647059,313.1252942255852,636.6547059902912,100529.29921556,636.6547059902912
163,0x09e3F222a278E8Ce58fBAf6578F59a58f7B38dce,323.5294117647059,313.1252942255852,636.6547059902912,100529.29921556,636.6547059902912
164,0x8Da363ae3199A9c5F83Af4c2ccE13414001C3455,323.5294117647059,313.1252942255852,636.6547059902912,100529.29921556,636.6547059902912
165,0xB40A6487Baf5CC0b1A6265D32E56D2ABB04A56fa,323.5294117647059,313.1252942255852,636.6547059902912,100529.29921556,636.6547059902912
166,0x2e5a84e50D625aE8731bB9B5FBEd821B41Eb8d53,323.5294117647059,313.1252942255852,636.6547059902912,100529.29921556,636.6547059902912
167,0x79Fc5228590e0Fc764388A5a0b96185D828cC23B,323.5294117647059,312.95686001916437,636.4862717838703,100475.22318578,636.4862717838703
168,0xBa2623982DB69635aE1e92eEead6A4204d7aE251,323.5294117647059,312.8028573326665,636.3322690973724,100425.78041499,636.3322690973724
169,0x088426a91282747ecFfb57E616cB9Cb56a2Cc776,323.5294117647059,311.9220623670604,635.4514741317663,100143.0,635.4514741317663
170,0x5A57319440F2582E05F58d8AE32f50AB5a1A87B4,323.5294117647059,311.8514220637792,635.380833828485,100120.32083509,635.380833828485
171,0x696b1ad89E3ABe91626FB764D7205E6ff51f0F5F,323.5294117647059,311.8255046053258,635.3549163700318,100112.0,635.3549163700318
172,0xaBaafc4BF9f073632CC543F18fAA378A961ecf38,323.5294117647059,311.81023062998923,635.3396423946951,100107.09626956,635.3396423946951
173,0x6DBF405dfE97F21a6673b72eC8e4789e36c37B2b,323.5294117647059,311.7071434780384,635.2365552427443,100074.0,635.2365552427443
174,0xA2657ee68b9CaDa3fBa4F3C23A9A3548C90F3d1F,323.5294117647059,311.63550384836435,635.1649156130702,100051.0,635.1649156130702
175,0x6f92144bD718577BF7847344376a7E91BEC232a6,323.5294117647059,311.4766507564786,635.0060625211845,100000.0,635.0060625211845
176,0x56Af52A9611AfDA072A73aFd0e1FF4c4e35eE94a,323.5294117647059,311.3053385985625,634.8347503632684,99945.0,634.8347503632684
177,0xcC427394304b6526dd7c9670f882aCFa40E2dE8F,323.5294117647059,306.30974473038066,629.8391564950866,98341.15783204,629.8391564950866
178,0xC1D54F99AE45bdaAC3216A620d0F9eB8398A55Ac,323.5294117647059,305.13596001813363,628.6653717828395,97964.31266262,628.6653717828395
179,0xD8F4BbB43850bf026974d721130BAFBbf66b94F6,323.5294117647059,300.8936588706359,624.4230706353418,96602.31614147,624.4230706353418
180,0xF0e5094e51CDD81eBD68dD3F19AA580E2396A94D,323.5294117647059,295.88724438611683,619.4166561508227,94995.0,619.4166561508227
181,0x3EBF1d52fC1755889a5B5f004381B912fa30643c,323.5294117647059,293.9420700878257,617.4714818525316,94370.49916067,617.4714818525316
182,0xb39778f7bBFE76E3013FCdB7027453063e44F14a,323.5294117647059,283.20900006500074,606.7384118297066,90924.63251328,606.7384118297066
183,0x7d6a6E4Fd649c50852ec65b2A9D0B3C8FBF8C582,323.5294117647059,283.1158391920863,606.6452509567922,90894.72308903,606.6452509567922
184,0xf9303877F107F5cd2cB0654b6d7A6D749FA03856,323.5294117647059,280.750228513803,604.2796402785089,90135.24058126,604.2796402785089
185,0x1ecB00E584b91500592D558129D0F4d307147605,323.5294117647059,280.3289856808307,603.8583974455366,90000.0,603.8583974455366
186,0xE9E64D42eE717Fc15Bd49341b7502F54ae8b2Af0,323.5294117647059,276.3301313150377,599.8595430797436,88716.16239738,599.8595430797436
187,0xCBE01d855eBc3c06383C3752DCE518625D695b4C,323.5294117647059,269.85449439284525,593.3839061575511,86637.15040516,593.3839061575511
188,0xAA4706e60f74596E1F00d70B59744Aa2b2268Bb0,323.5294117647059,263.71488075545545,587.2442925201614,84666.019143,587.2442925201614
189,0xF508663635D4e4B3fD63436b1513Fb0903F6674E,323.5294117647059,262.8431482592869,586.3725600239928,84386.14824608,586.3725600239928
190,0x07DFDf8c15cD738d0d85830127646FB6B2e4CadD,323.5294117647059,262.7633390167472,586.2927507814532,84360.52538082,586.2927507814532
191,0x778B019447806c11A6FDDF3eEA8bc368CD2aC1db,323.5294117647059,258.53228656763304,582.0616983323389,83002.1402695,582.0616983323389
